feature_code,name,type,date_code,smokes,household_type,sex,long_term_condition,age,sm_lower_ci,sm_upper_ci,sm_percent
S12000014,Falkirk,Local Authority,2015,Yes,All,All,Limiting condition,All,15.7,32.6,24.2
S12000018,Inverclyde,Local Authority,2017,Yes,All,All,Limiting condition,All,23.5,41.8,32.6
S08000025,Orkney,NHS Health Board,2014,Yes,All,All,Limiting condition,All,13.7,35,24.4
S12000036,City of Edinburgh,Local Authority,2013,No,All,All,Limiting condition,All,67.7,77.5,72.6
S12000050,North Lanarkshire,Local Authority,2015,Yes,All,All,Limiting condition,All,27.9,40,34
S08000024,Lothian,NHS Health Board,2013,Yes,All,All,Limiting condition,All,23.8,31.4,27.6
S12000033,Aberdeen City,Local Authority,2012-2013,Yes,All,All,All,All,20.2,25.5,22.8
S12000047,Fife,Local Authority,2016,No,All,All,Limiting condition,All,71.1,81.5,76.3
S12000008,East Ayrshire,Local Authority,2012,No,All,All,No limiting condition,All,69.5,81.9,75.7
S12000018,Inverclyde,Local Authority,2014,No,All,All,No limiting condition,All,77.3,88.1,82.7
S12000023,Orkney Islands,Local Authority,2014,No,All,All,No limiting condition,All,80,89.6,84.8
S12000040,West Lothian,Local Authority,2016,No,All,All,No limiting condition,All,76,86.2,81.1
S08000015,Ayrshire and Arran,NHS Health Board,2012,No,All,All,No limiting condition,All,76.2,82.5,79.3
S12000033,Aberdeen City,Local Authority,2017,No,All,All,No limiting condition,All,80.9,87.2,84.1
S12000042,Dundee City,Local Authority,2016,No,All,All,No limiting condition,All,75.1,84.9,80
S12000028,South Ayrshire,Local Authority,2013,No,All,All,No limiting condition,All,72.7,84.5,78.6
S12000021,North Ayrshire,Local Authority,2014,No,All,All,No limiting condition,All,74.5,84,79.2
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015,No,All,All,No limiting condition,All,78,81.4,79.7
S12000021,North Ayrshire,Local Authority,2016,No,All,All,No limiting condition,All,74,83.9,79
S12000020,Moray,Local Authority,2016,No,All,All,No limiting condition,All,70.6,88.1,79.4
S12000014,Falkirk,Local Authority,2017,No,All,All,No limiting condition,All,83.8,91,87.4
S12000048,Perth and Kinross,Local Authority,2015,No,All,All,No limiting condition,All,76.4,86.9,81.6
S12000021,North Ayrshire,Local Authority,2012,No,All,All,No limiting condition,All,70.5,82,76.3
S12000005,Clackmannanshire,Local Authority,2013,No,All,All,No limiting condition,All,73,85.7,79.4
S12000017,Highland,Local Authority,2016,Yes,All,All,No limiting condition,All,10.8,18.5,14.6
S12000036,City of Edinburgh,Local Authority,2017,Yes,All,All,No limiting condition,All,11.3,15.6,13.4
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,Yes,All,All,No limiting condition,All,14.4,17.6,16
S12000029,South Lanarkshire,Local Authority,2013,No,All,All,No limiting condition,All,75.1,82.3,78.7
S12000038,Renfrewshire,Local Authority,2016,Yes,All,All,All,All,16.4,23.7,20
S12000013,Na h-Eileanan Siar,Local Authority,2014-2015,Yes,All,All,All,All,20,27.8,23.9
S08000022,Highland,NHS Health Board,2017,No,All,All,No limiting condition,All,80.2,86.3,83.2
S12000019,Midlothian,Local Authority,2019,No,All,All,No limiting condition,All,79.6,89.5,84.5
S12000013,Na h-Eileanan Siar,Local Authority,2017,Yes,All,All,No limiting condition,All,11.5,20,15.8
S08000015,Ayrshire and Arran,NHS Health Board,2012,Yes,All,All,No limiting condition,All,17.4,23.7,20.6
S12000014,Falkirk,Local Authority,2017,Yes,All,All,No limiting condition,All,8.9,16.1,12.5
S12000017,Highland,Local Authority,2019,No,All,All,No limiting condition,All,79,87.5,83.3
S12000008,East Ayrshire,Local Authority,2013,No,All,All,No limiting condition,All,73.2,85.3,79.2
S12000010,East Lothian,Local Authority,2013,No,All,All,No limiting condition,All,75.6,86.8,81.2
S92000003,Scotland,Scotland,2014,No,All,All,No limiting condition,All,79.8,81.4,80.6
S12000005,Clackmannanshire,Local Authority,2016,No,All,All,No limiting condition,All,79.9,89.8,84.8
S08000029,Fife,NHS Health Board,2013,No,All,All,No limiting condition,All,75.9,82.3,79.1
S08000026,Shetland,NHS Health Board,2014,Yes,All,All,All,35-64,13.2,29.1,21.2
S12000011,East Renfrewshire,Local Authority,2015,Yes,All,All,No limiting condition,All,5.8,13.8,9.8
S08000024,Lothian,NHS Health Board,2018,Yes,All,All,No limiting condition,All,11.8,15,13.4
S92000003,Scotland,Scotland,2012,No,All,All,No limiting condition,All,77.1,78.9,78
S12000039,West Dunbartonshire,Local Authority,2017,No,All,All,No limiting condition,All,77.7,88.5,83.1
S12000041,Angus,Local Authority,2017,No,All,All,No limiting condition,All,77.4,87.5,82.5
S12000023,Orkney Islands,Local Authority,2015,No,All,All,No limiting condition,All,78.2,89.8,84
S12000008,East Ayrshire,Local Authority,2017,No,All,All,No limiting condition,All,79.9,89.6,84.8
S08000028,Western Isles,NHS Health Board,2012,Yes,All,All,No limiting condition,All,15.7,27.5,21.6
S12000041,Angus,Local Authority,2014,No,All,All,No limiting condition,All,75.6,85.6,80.6
S08000017,Dumfries and Galloway,NHS Health Board,2015,Yes,All,All,Limiting condition,All,19.8,32.5,26.1
S12000010,East Lothian,Local Authority,2013,No,All,All,Limiting condition,All,62.6,83.7,73.1
S08000017,Dumfries and Galloway,NHS Health Board,2017,Yes,All,All,Limiting condition,All,13.1,26.3,19.7
S12000013,Na h-Eileanan Siar,Local Authority,2017,No,All,All,No limiting condition,All,80,88.5,84.2
S12000011,East Renfrewshire,Local Authority,2013,Yes,All,All,No limiting condition,All,7.3,21.8,14.5
S12000027,Shetland Islands,Local Authority,2015,Yes,All,All,No limiting condition,All,10.5,20.3,15.4
S12000008,East Ayrshire,Local Authority,2018,No,All,All,No limiting condition,All,77.3,86.5,81.9
S12000039,West Dunbartonshire,Local Authority,2013,No,All,All,No limiting condition,All,73.1,83.9,78.5
S08000029,Fife,NHS Health Board,2017,No,All,All,No limiting condition,All,80,86.7,83.4
S12000019,Midlothian,Local Authority,2018,No,All,All,No limiting condition,All,77.7,88.3,83
S12000038,Renfrewshire,Local Authority,2018,No,All,All,No limiting condition,All,79.6,87.3,83.5
S12000011,East Renfrewshire,Local Authority,2017,No,All,All,No limiting condition,All,81.2,93.6,87.4
S08000029,Fife,NHS Health Board,2019,Yes,All,All,No limiting condition,All,13.4,20.3,16.8
S08000030,Tayside,NHS Health Board,2019,Yes,All,All,No limiting condition,All,11.8,17.3,14.5
S12000027,Shetland Islands,Local Authority,2017,Yes,All,All,All,16-64,18.9,33.6,26.2
S08000019,Forth Valley,NHS Health Board,2015,No,All,All,No limiting condition,All,83.8,88.8,86.3
S12000049,Glasgow City,Local Authority,2019,Yes,All,All,No limiting condition,All,15.1,20,17.5
S08000017,Dumfries and Galloway,NHS Health Board,2014,No,All,All,No limiting condition,All,71.5,80.9,76.2
S12000039,West Dunbartonshire,Local Authority,2019,Yes,All,All,No limiting condition,All,13,22.2,17.6
S12000050,North Lanarkshire,Local Authority,2019,Yes,All,All,No limiting condition,All,13.5,20,16.8
S12000027,Shetland Islands,Local Authority,2016,No,All,All,No limiting condition,All,73.7,87.7,80.7
S08000017,Dumfries and Galloway,NHS Health Board,2019,Yes,All,All,No limiting condition,All,16.7,26.1,21.4
S12000014,Falkirk,Local Authority,2012,No,All,All,No limiting condition,All,76.1,84.7,80.4
S08000020,Grampian,NHS Health Board,2013,No,All,All,No limiting condition,All,75.3,80.9,78.1
S08000028,Western Isles,NHS Health Board,2019,Yes,All,All,No limiting condition,All,10.6,20,15.3
S12000028,South Ayrshire,Local Authority,2018,Yes,All,All,No limiting condition,All,11.7,22.2,17
S08000016,Borders,NHS Health Board,2019,Yes,All,All,No limiting condition,All,9.3,20.2,14.7
S12000040,West Lothian,Local Authority,2018,Yes,All,All,No limiting condition,All,8.4,15.6,12
S12000036,City of Edinburgh,Local Authority,2018,Yes,All,All,No limiting condition,All,11.2,15.4,13.3
S12000014,Falkirk,Local Authority,2015,No,All,All,No limiting condition,All,81.7,89.1,85.4
S08000025,Orkney,NHS Health Board,2014,No,All,All,No limiting condition,All,80,89.6,84.8
S12000010,East Lothian,Local Authority,2016,No,All,All,No limiting condition,All,75.3,87.2,81.2
S12000042,Dundee City,Local Authority,2012,No,All,All,No limiting condition,All,68.2,79.9,74
S12000035,Argyll and Bute,Local Authority,2012,No,All,All,No limiting condition,All,63.4,76.6,70
S08000015,Ayrshire and Arran,NHS Health Board,2017,No,All,All,No limiting condition,All,80.2,86.3,83.2
S12000030,Stirling,Local Authority,2018,Yes,All,All,No limiting condition,All,9.4,19.7,14.6
S12000013,Na h-Eileanan Siar,Local Authority,2019,Yes,All,All,No limiting condition,All,10.6,20,15.3
S12000023,Orkney Islands,Local Authority,2012,No,All,All,No limiting condition,All,79.9,89.8,84.8
S12000005,Clackmannanshire,Local Authority,2019,Yes,All,All,No limiting condition,All,16.7,29.7,23.2
S12000028,South Ayrshire,Local Authority,2019,Yes,All,All,No limiting condition,All,9.7,19.7,14.7
S12000036,City of Edinburgh,Local Authority,2019,Yes,All,All,No limiting condition,All,11.3,15.3,13.3
S08000026,Shetland,NHS Health Board,2015,No,All,All,No limiting condition,All,79.5,89.4,84.5
S12000045,East Dunbartonshire,Local Authority,2013,No,All,All,No limiting condition,All,86.3,94.9,90.6
S12000020,Moray,Local Authority,2019,Yes,All,All,No limiting condition,All,11.6,23.7,17.7
S12000049,Glasgow City,Local Authority,2016,No,All,All,No limiting condition,All,78.7,83.7,81.2
S12000033,Aberdeen City,Local Authority,2019,Yes,All,All,No limiting condition,All,9.9,16.9,13.4
S12000045,East Dunbartonshire,Local Authority,2014,No,All,All,No limiting condition,All,87,94.2,90.6
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,No,All,All,No limiting condition,All,82.3,85.6,84
S08000028,Western Isles,NHS Health Board,2014,Yes,All,All,Limiting condition,All,11.7,30.3,21
S12000048,Perth and Kinross,Local Authority,2019,Yes,All,All,Limiting condition,All,6.9,19.3,13.1
S12000048,Perth and Kinross,Local Authority,2014,No,All,All,Limiting condition,All,74.8,90.2,82.5
S12000047,Fife,Local Authority,2014-2015,Yes,All,All,All,All,18.9,22.9,20.9
S12000050,North Lanarkshire,Local Authority,2012,Yes,All,All,All,16-34,19.9,33.3,26.6
S12000050,North Lanarkshire,Local Authority,2014,Yes,All,All,All,16-34,19.3,32.7,26
S12000011,East Renfrewshire,Local Authority,2014-2017,Yes,All,All,All,All,10.6,15,12.8
S08000016,Borders,NHS Health Board,2019,Yes,All,All,Limiting condition,All,20.4,41.3,30.8
S12000014,Falkirk,Local Authority,2014,No,All,All,Limiting condition,All,62.4,80.4,71.4
S08000024,Lothian,NHS Health Board,2017,No,All,All,Limiting condition,All,67.3,76.2,71.8
S08000019,Forth Valley,NHS Health Board,2019,Yes,All,All,Limiting condition,All,18.7,28.6,23.7
S12000049,Glasgow City,Local Authority,2018,Yes,All,All,Limiting condition,All,26.4,35.3,30.8
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016,No,All,All,Limiting condition,All,65.8,72,68.9
S12000030,Stirling,Local Authority,2017,Yes,All,All,Limiting condition,All,9.9,27.9,18.9
S12000042,Dundee City,Local Authority,2015,Yes,All,All,Limiting condition,All,25.6,45.5,35.5
S12000047,Fife,Local Authority,2015,Yes,All,All,All,35-64,20,28.2,24.1
S08000019,Forth Valley,NHS Health Board,2013,No,All,All,Limiting condition,All,69.1,80,74.5
S12000040,West Lothian,Local Authority,2018,Yes,All,All,Limiting condition,All,13.5,29.8,21.7
S12000020,Moray,Local Authority,2013,Yes,All,All,Limiting condition,All,17.2,46.6,31.9
S08000024,Lothian,NHS Health Board,2016,No,All,All,Limiting condition,All,73.1,81,77
S08000015,Ayrshire and Arran,NHS Health Board,2018,No,All,All,Limiting condition,All,69.2,78.4,73.8
S12000017,Highland,Local Authority,2017,Yes,All,All,Limiting condition,All,10.7,23.9,17.3
S12000050,North Lanarkshire,Local Authority,2014,No,All,All,Limiting condition,All,68.6,79.5,74
S08000031,Greater Glasgow and Clyde,NHS Health Board,2018,Yes,All,All,Limiting condition,All,23.9,29.9,26.9
S92000003,Scotland,Scotland,2014,Yes,With Children,All,All,All,20.4,23.2,21.8
S08000030,Tayside,NHS Health Board,2013,Yes,With Children,All,All,All,16.3,26.7,21.5
S12000040,West Lothian,Local Authority,2013,Yes,With Children,All,All,All,11.6,26.2,18.9
S12000019,Midlothian,Local Authority,2014,Yes,With Children,All,All,All,12.8,35.9,24.4
S12000027,Shetland Islands,Local Authority,2015,Yes,With Children,All,All,All,8.1,32.7,20.4
S12000019,Midlothian,Local Authority,2012,Yes,With Children,All,All,All,10.8,30.2,20.5
S12000008,East Ayrshire,Local Authority,2012,Yes,With Children,All,All,All,19,42.1,30.5
S12000006,Dumfries and Galloway,Local Authority,2013,Yes,With Children,All,All,All,12.7,28.6,20.7
S08000016,Borders,NHS Health Board,2013,Yes,With Children,All,All,All,5,18.8,11.9
S12000010,East Lothian,Local Authority,2012,Yes,With Children,All,All,All,17.2,38.1,27.7
S08000028,Western Isles,NHS Health Board,2012,Yes,With Children,All,All,All,10.5,33.3,21.9
S12000010,East Lothian,Local Authority,2014,Yes,With Children,All,All,All,6.4,25.6,16
S08000029,Fife,NHS Health Board,2015,Yes,With Children,All,All,All,16.4,27.9,22.1
S12000006,Dumfries and Galloway,Local Authority,2014,Yes,With Children,All,All,All,18.2,35.1,26.6
S12000013,Na h-Eileanan Siar,Local Authority,2014,Yes,With Children,All,All,All,14.3,39.5,26.9
S08000032,Lanarkshire,NHS Health Board,2012,Yes,With Children,All,All,All,23.1,32,27.5
S12000028,South Ayrshire,Local Authority,2012,Yes,With Children,All,All,All,9.7,26.7,18.2
S12000011,East Renfrewshire,Local Authority,2012,Yes,With Children,All,All,All,6.1,21.4,13.8
S12000028,South Ayrshire,Local Authority,2015,No,With Children,All,All,All,73.2,89.7,81.4
S12000030,Stirling,Local Authority,2015,No,With Children,All,All,All,78.4,93.3,85.9
S08000029,Fife,NHS Health Board,2014,No,With Children,All,All,All,72.1,83.3,77.7
S08000019,Forth Valley,NHS Health Board,2015,No,With Children,All,All,All,76.7,86.4,81.5
S12000029,South Lanarkshire,Local Authority,2015,No,With Children,All,All,All,73.7,85.5,79.6
S12000039,West Dunbartonshire,Local Authority,2013,No,With Children,All,All,All,77.6,92.2,84.9
S08000019,Forth Valley,NHS Health Board,2016,No,With Children,All,All,All,72.9,84.4,78.7
S12000018,Inverclyde,Local Authority,2012,No,With Children,All,All,All,47.3,72.9,60.1
S12000048,Perth and Kinross,Local Authority,2017,No,With Children,All,All,All,87.2,98.2,92.7
S12000040,West Lothian,Local Authority,2014,Yes,With Children,All,All,All,10.2,29.6,19.9
S08000019,Forth Valley,NHS Health Board,2015,Yes,With Children,All,All,All,13.3,22.9,18.1
S12000017,Highland,Local Authority,2012,Yes,With Children,All,All,All,17.8,32.5,25.2
S08000017,Dumfries and Galloway,NHS Health Board,2013,Yes,With Children,All,All,All,12.7,28.6,20.7
S12000026,Scottish Borders,Local Authority,2012,No,With Children,All,All,All,68.4,89.9,79.1
S12000038,Renfrewshire,Local Authority,2017,No,With Children,All,All,All,78.8,91.8,85.3
S08000029,Fife,NHS Health Board,2013,No,With Children,All,All,All,70.1,81.5,75.8
S08000032,Lanarkshire,NHS Health Board,2017,Yes,With Children,All,All,All,14.2,22.4,18.3
S12000030,Stirling,Local Authority,2014,Yes,With Children,All,All,All,10.9,28.3,19.6
S12000047,Fife,Local Authority,2013,No,With Children,All,All,All,70.1,81.5,75.8
S08000024,Lothian,NHS Health Board,2018,Yes,With Children,All,All,All,11.2,17,14.1
S12000041,Angus,Local Authority,2016,No,With Children,All,All,All,74.8,91.7,83.2
S12000047,Fife,Local Authority,2015,No,With Children,All,All,All,71.5,83.2,77.4
S08000017,Dumfries and Galloway,NHS Health Board,2016,No,With Children,All,All,All,62.6,81.4,72
S92000003,Scotland,Scotland,2017,No,With Children,All,All,All,81.2,83.9,82.5
S12000006,Dumfries and Galloway,Local Authority,2017,No,With Children,All,All,All,64.5,83.3,73.9
S12000026,Scottish Borders,Local Authority,2018,No,With Children,All,All,All,73.8,92.3,83
S12000008,East Ayrshire,Local Authority,2018,No,With Children,All,All,All,69.2,85.6,77.4
S12000021,North Ayrshire,Local Authority,2018,No,With Children,All,All,All,63.3,83.9,73.6
S12000042,Dundee City,Local Authority,2018,No,With Children,All,All,All,76.9,92.1,84.5
S12000010,East Lothian,Local Authority,2018,No,With Children,All,All,All,80.4,93.2,86.8
S12000034,Aberdeenshire,Local Authority,2014,Yes,With Children,All,All,All,12.8,23.6,18.2
S12000005,Clackmannanshire,Local Authority,2012,Yes,With Children,All,All,All,16.7,33.2,25
S12000019,Midlothian,Local Authority,2018,No,With Children,All,All,All,71.3,89.9,80.6
S12000036,City of Edinburgh,Local Authority,2017,Yes,With Children,All,All,All,9.3,17.7,13.5
S12000033,Aberdeen City,Local Authority,2016,Yes,With Children,All,All,All,14,26.9,20.4
S12000013,Na h-Eileanan Siar,Local Authority,2017,Yes,With Children,All,All,All,8.4,24.2,16.3
S12000028,South Ayrshire,Local Authority,2014,Yes,With Children,All,All,All,10.5,30.9,20.7
S08000026,Shetland,NHS Health Board,2016,Yes,With Children,All,All,All,3.4,17.4,10.4
S12000017,Highland,Local Authority,2015,Yes,With Children,All,All,All,20.5,38.6,29.5
S12000020,Moray,Local Authority,2015,Yes,With Children,All,All,All,18.7,37.8,28.2
S12000011,East Renfrewshire,Local Authority,2017,Yes,With Children,All,All,All,3.8,24,13.9
S08000020,Grampian,NHS Health Board,2012,No,With Children,All,All,All,70.4,80.4,75.4
S12000042,Dundee City,Local Authority,2018,Yes,With Children,All,All,All,7.9,23.1,15.5
S12000008,East Ayrshire,Local Authority,2015,Yes,With Children,All,All,All,13.4,31.8,22.6
S12000023,Orkney Islands,Local Authority,2012,Yes,With Children,All,All,All,6.7,24.5,15.6
S08000019,Forth Valley,NHS Health Board,2014,Yes,With Children,All,All,All,16.3,27.3,21.8
S92000003,Scotland,Scotland,2013,Yes,With Children,All,All,All,21,24,22.5
S12000029,South Lanarkshire,Local Authority,2017,Yes,With Children,All,All,All,8.3,18.6,13.5
S12000006,Dumfries and Galloway,Local Authority,2017,Yes,With Children,All,All,All,15.5,33.2,24.4
S12000036,City of Edinburgh,Local Authority,2018,No,With Children,All,All,All,84.1,91.7,87.9
S12000033,Aberdeen City,Local Authority,2018,No,With Children,All,All,All,76.2,89.9,83
S08000028,Western Isles,NHS Health Board,2016,Yes,With Children,All,All,All,7,34.1,20.5
S12000049,Glasgow City,Local Authority,2014,Yes,With Children,All,All,All,18.5,27.6,23
S12000049,Glasgow City,Local Authority,2018,Yes,With Children,All,All,All,13.2,21.4,17.3
S08000032,Lanarkshire,NHS Health Board,2018,No,With Children,All,All,All,74.9,83.9,79.4
S08000028,Western Isles,NHS Health Board,2018,No,With Children,All,All,All,70,89.9,80
S08000032,Lanarkshire,NHS Health Board,2014,Yes,With Children,All,All,All,19.7,28.6,24.2
S12000011,East Renfrewshire,Local Authority,2016,Yes,With Children,All,All,All,4.2,21.5,12.9
S12000005,Clackmannanshire,Local Authority,2017,Yes,With Children,All,All,All,2.8,26.5,14.7
S12000040,West Lothian,Local Authority,2017,Yes,With Children,All,All,All,11.2,32.4,21.8
S12000047,Fife,Local Authority,2016,Yes,With Children,All,All,All,16.2,28.4,22.3
S12000029,South Lanarkshire,Local Authority,2014,No,With Children,All,All,All,71.8,84.4,78.1
S08000025,Orkney,NHS Health Board,2014,No,With Children,All,All,All,70.9,89.6,80.2
S12000041,Angus,Local Authority,2015,No,With Children,All,All,All,74.1,91.8,82.9
S12000041,Angus,Local Authority,2017,No,With Children,All,All,All,69.5,87.3,78.4
S12000045,East Dunbartonshire,Local Authority,2018,Yes,With Children,All,All,All,1.6,13.7,7.7
S12000026,Scottish Borders,Local Authority,2014,No,With Children,All,All,All,73.3,92.5,82.9
S08000028,Western Isles,NHS Health Board,2013,No,With Children,All,All,All,68.4,88.2,78.3
S12000019,Midlothian,Local Authority,2013,No,With Children,All,All,All,68.1,86.6,77.4
S08000015,Ayrshire and Arran,NHS Health Board,2014,No,With Children,All,All,All,71.1,80.8,76
S12000018,Inverclyde,Local Authority,2013,No,With Children,All,All,All,69.2,89.4,79.3
S12000050,North Lanarkshire,Local Authority,2013,No,With Children,All,All,All,66.1,78.5,72.3
S08000022,Highland,NHS Health Board,2012,No,With Children,All,All,All,64.8,77.6,71.2
S12000050,North Lanarkshire,Local Authority,2018,Yes,With Children,All,All,All,13.1,25,19
S12000008,East Ayrshire,Local Authority,2018,Yes,With Children,All,All,All,14.4,30.8,22.6
S12000010,East Lothian,Local Authority,2018,Yes,With Children,All,All,All,6.8,19.6,13.2
S08000029,Fife,NHS Health Board,2018,Yes,With Children,All,All,All,7.5,16.5,12
S12000041,Angus,Local Authority,2019,No,With Children,All,All,All,64.1,86.1,75.1
S08000019,Forth Valley,NHS Health Board,2019,Yes,With Children,All,All,All,11,20.3,15.6
S12000035,Argyll and Bute,Local Authority,2019,No,With Children,All,All,All,85.1,96.3,90.7
S08000030,Tayside,NHS Health Board,2017,No,With Children,All,All,All,80.6,89.6,85.1
S12000023,Orkney Islands,Local Authority,2019,No,With Children,All,All,All,81,98.5,89.8
S12000038,Renfrewshire,Local Authority,2016,No,With Children,All,All,All,68.7,85.5,77.1
S12000029,South Lanarkshire,Local Authority,2016,No,With Children,All,All,All,69,83.2,76.1
S08000022,Highland,NHS Health Board,2019,Yes,With Children,All,All,All,13.4,25.5,19.4
S08000024,Lothian,NHS Health Board,2019,Yes,With Children,All,All,All,14.4,20.3,17.3
S08000020,Grampian,NHS Health Board,2019,Yes,With Children,All,All,All,15.1,23.4,19.3
S12000042,Dundee City,Local Authority,2016,No,With Children,All,All,All,60.1,80,70.1
S08000022,Highland,NHS Health Board,2014,Yes,With Children,All,All,All,19.4,32.4,25.9
S08000019,Forth Valley,NHS Health Board,2012,No,With Children,All,All,All,69,80.4,74.7
S12000042,Dundee City,Local Authority,2017,No,With Children,All,All,All,73.4,92,82.7
S12000027,Shetland Islands,Local Authority,2015,No,With Children,All,All,All,66.6,91.1,78.8
S12000045,East Dunbartonshire,Local Authority,2015,Yes,With Children,All,All,All,7.7,23.9,15.8
S08000020,Grampian,NHS Health Board,2014,Yes,With Children,All,All,All,18.6,26.9,22.8
S12000014,Falkirk,Local Authority,2012,Yes,With Children,All,All,All,19.8,37.8,28.8
S08000016,Borders,NHS Health Board,2015,Yes,With Children,All,All,All,7.3,23.5,15.4
S12000041,Angus,Local Authority,2017,Yes,With Children,All,All,All,12.7,30.5,21.6
S92000003,Scotland,Scotland,2017,Yes,With Children,All,All,All,15.9,18.6,17.2
S12000023,Orkney Islands,Local Authority,2014,Yes,With Children,All,All,All,10.4,29.1,19.8
S08000015,Ayrshire and Arran,NHS Health Board,2012,Yes,With Children,All,All,All,20.4,31.9,26.1
S12000047,Fife,Local Authority,2017,Yes,With Children,All,All,All,11.9,21.9,16.9
S08000028,Western Isles,NHS Health Board,2012,No,With Children,All,All,All,65.3,88.2,76.8
S12000033,Aberdeen City,Local Authority,2015,Yes,With Children,All,All,All,12.5,24.9,18.7
S12000026,Scottish Borders,Local Authority,2012,Yes,With Children,All,All,All,10.1,31.7,20.9
S08000029,Fife,NHS Health Board,2017,Yes,With Children,All,All,All,11.9,21.9,16.9
S12000018,Inverclyde,Local Authority,2017,Yes,With Children,All,All,All,7.7,29.2,18.5
S12000014,Falkirk,Local Authority,2015,Yes,With Children,All,All,All,11.1,25.4,18.2
S08000026,Shetland,NHS Health Board,2017,Yes,With Children,All,All,All,9.8,29.5,19.7
S12000042,Dundee City,Local Authority,2017,Yes,With Children,All,All,All,8,26.6,17.3
S12000021,North Ayrshire,Local Authority,2014,No,With Children,All,All,All,68.4,83.7,76
S08000015,Ayrshire and Arran,NHS Health Board,2017,Yes,With Children,All,All,All,14.7,25.8,20.3
S12000026,Scottish Borders,Local Authority,2017,Yes,With Children,All,All,All,6.2,27.6,16.9
S08000028,Western Isles,NHS Health Board,2013,Yes,With Children,All,All,All,11.8,31.6,21.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015,No,With Children,All,All,All,76.8,82.6,79.7
S12000033,Aberdeen City,Local Authority,2019,Yes,With Children,All,All,All,10.4,22.7,16.5
S12000045,East Dunbartonshire,Local Authority,2016,No,With Children,All,All,All,75.5,93.5,84.5
S08000015,Ayrshire and Arran,NHS Health Board,2016,No,With Children,All,All,All,65.6,77.3,71.4
S12000050,North Lanarkshire,Local Authority,2015,Yes,With Children,All,All,All,19.5,30.7,25.1
S08000016,Borders,NHS Health Board,2016,No,With Children,All,All,All,76.2,92.8,84.5
S12000027,Shetland Islands,Local Authority,2016,Yes,All,All,No limiting condition,All,12,26,19
S08000016,Borders,NHS Health Board,2017,Yes,All,All,No limiting condition,All,8.4,17.3,12.8
S12000045,East Dunbartonshire,Local Authority,2017,Yes,All,All,No limiting condition,All,6.2,14.1,10.2
S12000048,Perth and Kinross,Local Authority,2017,Yes,All,All,No limiting condition,All,5.4,12.3,8.9
S12000010,East Lothian,Local Authority,2014,Yes,All,All,No limiting condition,All,9.8,23.6,16.7
S12000029,South Lanarkshire,Local Authority,2013,Yes,All,All,No limiting condition,All,17.8,24.9,21.3
S08000022,Highland,NHS Health Board,2014,Yes,All,All,No limiting condition,All,17.7,24.2,21
S12000020,Moray,Local Authority,2013,Yes,All,All,No limiting condition,All,13.8,26.2,20
S08000028,Western Isles,NHS Health Board,2018,Yes,All,All,No limiting condition,All,13.4,25.2,19.3
S12000048,Perth and Kinross,Local Authority,2015,Yes,All,All,No limiting condition,All,13.1,23.6,18.4
S12000010,East Lothian,Local Authority,2012,Yes,All,All,No limiting condition,All,17.1,31.6,24.3
S08000016,Borders,NHS Health Board,2012,Yes,All,All,No limiting condition,All,13.1,22.8,17.9
S12000006,Dumfries and Galloway,Local Authority,2015,Yes,All,All,No limiting condition,All,17.2,26.4,21.8
S12000023,Orkney Islands,Local Authority,2017,Yes,All,All,No limiting condition,All,11.1,26.3,18.7
S12000049,Glasgow City,Local Authority,2013,Yes,All,All,No limiting condition,All,21.9,27.4,24.7
S12000030,Stirling,Local Authority,2015,No,All,All,No limiting condition,All,84.7,92.8,88.7
S12000050,North Lanarkshire,Local Authority,2013,No,All,All,No limiting condition,All,67.8,76.1,72
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013,No,All,All,No limiting condition,All,76.7,80.5,78.6
S08000025,Orkney,NHS Health Board,2012,Yes,All,All,No limiting condition,All,10.1,20,15
S12000039,West Dunbartonshire,Local Authority,2016,Yes,All,All,No limiting condition,All,13.4,23.4,18.4
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016,Yes,All,All,No limiting condition,All,15.4,18.7,17
S12000029,South Lanarkshire,Local Authority,2017,Yes,All,All,No limiting condition,All,13,19.1,16
S12000029,South Lanarkshire,Local Authority,2016,Yes,All,All,No limiting condition,All,14.6,21.9,18.3
S08000016,Borders,NHS Health Board,2014,Yes,All,All,No limiting condition,All,10.8,19.2,15
S12000029,South Lanarkshire,Local Authority,2018,Yes,All,All,No limiting condition,All,14.2,20.8,17.5
S08000024,Lothian,NHS Health Board,2017,Yes,All,All,No limiting condition,All,12.3,15.9,14.1
S12000026,Scottish Borders,Local Authority,2012,Yes,All,All,No limiting condition,All,13.1,22.8,17.9
S12000020,Moray,Local Authority,2016,Yes,All,All,No limiting condition,All,11.9,29.4,20.7
S08000020,Grampian,NHS Health Board,2015,Yes,All,All,No limiting condition,All,16.9,21.5,19.2
S12000017,Highland,Local Authority,2013,Yes,All,All,No limiting condition,All,11,17.8,14.4
